ids,times,up,content
6830856572038434804,1628603117,0,现在的人戾气好重，自己看不顺眼的就非要驳斥。真是来回顾历史那你没事去看评论干嘛，人家喜欢哪位是人的权利，评论也是人的权利，不喜欢可以当看不见。都是闲的。追星的也是，不分场合，不知收敛。你没做错，但是败好感。身为粉丝是不是要做到不给爱豆抹黑，要低调。到处刷屏那不是给你爱豆招黑嘛😌
6831982857162718417,1628871645,0,这片无论那年后的我们都坚定，我们是中华人民共和国。我们是中国🇨🇳看到后面眼泪都出来了，老天，
6831640803857556453,1628790093,0,先被张颂文老师吸引过来，看后心里所思所想皆是李大钊先生，如果没有李大钊先生在乱世的努力付出，没有革命前辈的流血牺牲，我们哪里有现在的幸福生活，感恩所有的革命前辈，也感谢所有的国宝级演员把这么好的历史题材电影呈现在大家面前，让大家更铭记历史，请那些追星的小朋友尊重这部神圣的电影
6830496825632246744,1628517347,0,革命先烈的牺牲才有了今天社会，感谢先辈们的坚持与信念，我们定将不忘使命，为中华民族的伟大复兴而努力！在此，看到那些连这些都要喷的人，我不反感，毕竟任何社会任何时候都会有那么一群胆小懦弱自私而没有灵魂的人，就像那时候有汉奸、有对自己家人出手的人一样，但最后终究逃不过命运！
6830277115825252486,1628464964,0,看的是这段历史，虽然是改编的，但一定是当时那个年代我们没有经历过而他们用尽所有可以用的东西去对抗的，有人为喜欢的人来，当然可以，只不过说有个度，也是给你们喜欢的人招黑，同时也并不尊重其他人的感受，看的是历史，是心中有信念。不是只为了自己喜欢的人肆无忌惮的败坏路人感觉。
6830138609014730611,1628431942,0,请不要说为谁而来，这是我们国家的历史，如果没有你的爱豆你就不了解国家历史了。我来看是因为我太年轻，想要了解当时我们的国家是如何慢慢走向现在的，有多少先辈付出了年轻的生命，警醒我们现在的生活是来得多么不易，珍惜现在的平安盛世，也提醒我们没有任何权利对侵略者原谅和宽容
6830181682255899362,1628442211,0,我小时候，学校组织看“高山下的花环”，“大决战”的“淮海战役”“平津战役”，还有一个XX战役不记得了，“甲午风云”“开国大典”有的确实没看特别懂，但是一场电影也有为一个场景难过到哭，现在这些革命电影也应该组织学生去看，虽然没有经历过，到时要知道那个时代，那段历史
6830871903075170318,1628606773,0,"想想也能李大钊赴死的决心，看着自己领导的革命先烈都一个个倒下，正所谓不成人便成仁，只能用自己的鲜血再一次唤醒民众。李先生，您的血没有白流，革命先烈的血都没白流!现在欧美又开始打压中国,企图破坏祖国强大和统一,应该多拍这样的电影，少一些神剧和小鲜肉,网红。重振新华！"
6830504561740752795,1628519192,0,为人民服务的中国🇨🇳共产党，才能领导新中国🇨🇳，才能领导新世界！✊✊✊✊✊✊✊中国🇨🇳共产党万岁！✊✊✊✊✊✊✊
6831095180548789260,1628660006,0,我想问的是，00后怎么了？大家都是中国人，爱国之心人皆有之，在这里划分年代爱国算什么？九年义务教育就是这样教你们的吗？
6830032865132946534,1628406730,0,今日的中国已是赤旗的世界，站在黑暗与光明的交锋处，某一天或许会被黑暗吞噬，但只要有太阳升起时，我们就会永远面向光明！我愿为追求真理而奋斗终身，愿为党和人民随时准备牺牲一切，愿为中华民族的伟大复兴贡献自己的力量！守常先生，一百年后的今天，我亦相信。
6830045450590885179,1628409731,0,本来上着课看看有没有李易峰的，看到这部剧有李易峰，二话不说开看，看前面那李大钊那段后，啥也不说了，流着眼泪上课去
6830081366265034932,1628418294,0,看不懂
6830890550984324595,1628611219,0,很好看
6829982435111730000,1628394707,0,贾发？
6831604831581261132,1628781516,0,看哭了
6829983273943179183,1628394907,0,太棒了
6830088623883168623,1628420024,0,历史已经证明，蒋介石虽然活着，但他才是历史的失败者李大钊先生虽死，但他把自己的信仰传播给了每一个共产党对一个共产党员来说，信仰比生命更珍贵，李大钊先生才是历史的胜利者，他虽死，但是却有蒋介石永远也比不上的最纯净，最温暖的灵魂，致敬李先生
6830123334538158299,1628428300,0,他的观念，是青年的光，他所坚信的，我坚信不疑。“革命者光明磊落，视死如归，只有站着死，决不下跪。”为有牺牲多壮志，敢叫日月换新天。肉体已逝，脊梁仍在。要找到世界上最先进的思想，来武装我们的人民，来塑造新一代青年，来创造一个崭新的国家。
6831012963495599261,1628640404,0,从小喜欢追着身边老人，听他们讲着他们那时代的事。他们是亲身经历者。真的太苦了。吃不饱，穿不暖。被压迫的呼吸，空气都是紧张的。不敢出声。那些带着先辈们勇敢站起来的英雄们，你们的牺牲是伟大的，壮烈的。新中国的成立离不开你们，致敬。
6830490749046071158,1628515898,0,“ 我从黑暗中反叛而来，却不属于未来的光明之地 我的脚踏在黑暗 和光明的交锋处上 或许有一天，黑暗会把我吞噬 可是为了你们，为了你们能走向光明，拥抱光明 我 我愿意去，直面黑暗 因为我相信，总有一天 阳光会普照整片中国大地 我坚信 ”
6831837492073600962,1628836987,0,这电影是很不错，就是有些剧情有点乱，不过历史很好的可能都能看懂，值得推荐！还有那个觉醒年代，也很不错
6830057489757513442,1628412601,0,这导演怎么想的，找韩庚来演蒋介石，虽然他有所突破演技也还不错，但是这个年纪演蒋介石合适吗，也太不符合角色了！还有彭昱畅演张学良也太稚嫩了吧！电影还是不错，但是看到他两演的老感觉出戏！不是他们演的不好，就觉得不符合人设！
6830340997012937030,1628480195,0,非常好的爱国题材电影 喜欢明星没有错但是请不要用偶像剧的评论去评论 如果喜欢评论给大家看那么言论自由只会给你的偶像招黑 希望能看到的是祖国的历史 血淋淋的革命 没有他们就没有现在的强大和平也没有现在的偶像 理智追星 理智看电影
6831946678581227368,1628863019,0,革命先烈永垂不朽，中国万岁，中国共产党万岁。共产主义是理想主义，中国特色的社会主义才是人类社会最先进的，最科学的主义。为能生在中国而骄傲，为生在和平年代而庆幸。一次疫情让全世界看到中国的强大，中华之复兴。
6831205924263060375,1628686410,0,导演和编剧的格局太小，你光在拍摄手法，和光上，没有革命家的视角，拍的啥也不是，你糟蹋了李大钊
6830024497504865298,1628404735,0,以青春之我，创建青春之家庭，青春之国家，青春之民族，青春之人类，青春之地球，青春之宇宙，资以乐其无涯之生。——李大钊《青春》生于青春，死于青春！用吾辈之青春，尽吾辈之力量，守常先生，这盛世如你所愿
6830054928929390550,1628411991,0,有的人说是为了追星看这部剧的，我个人觉得追星与追剧并不冲突，我不追流量明星，但是真的感觉李易峰在这部剧里演的毛泽东很像。每位演员都值得敬佩，演的都很好！真的是泪目了。勿忘历史，不忘初心，不辱使命！
6830138919426604329,1628432016,0,一打败笔就是李易峰淋的是热水 都冒烟呢 受不了就不要演 为啥要在这么神圣的影片里 弄出这个呢？
6831059984864831469,1628651615,0,是他们，伟大的他们，智慧的他们，英勇的他们，壮烈的他们。我们就是你们的眼睛，看啊！今天的祖国很美好，未来的祖国会更美好。感谢你们！虽然你们肉身已死，但你们的名字和灵魂将与世长存！！！
6831887297466478658,1628848862,0,开车的时候，在想什么是天道？人民的道既是天道。心之所向，向的是美好的世界？谁的美好世界，是人民所期待的美好世界。总要有人去做，总要有跟随者，前仆后继，为后来人过的幸福，精神的富足。
6830075589227845032,1628416917,0,我很尊重先烈前辈，要不是他们我们根本不会有现在的生活，但是现在跟那时候比真的相差太大了，社会的动荡不安我们也只能在电视里面看到，遇到困难也只会说一句：加油。所以我们要好好珍惜现在。
6816325990104972586,1625138757,0,这不是7月1号嘛，我等了好久啦，快上线儿呀，我要看腾讯怎么回事儿，害我买了一个月会员
6831051277615370346,1628649539,0,租界是上海的，上海是中国的，这里的每一寸土地，都是中国的！李大钊同志说的每一句话都是那么慷锵有力！仿佛我们就在那个年代在他生边一样！革命先驱李大钊！后辈们应该为中华而崛起而读书！
6830020295311358785,1628403734,0,看李易峰了，8月份超前点播剧：陈钰琪的古董局中局（下周三8.11点播大结局见）我的女主别太萌，接下来就是8.9点播你是我的荣耀啦，还有一天也是我的阳历生日，8.9张艺兴的扫黑风暴来了，
6830504195192267680,1628519104,0,垃圾
6830854657309304159,1628602661,0,大卡
6829974515124935673,1628392819,0,占楼
6830121279047998768,1628427810,0,呵呵
6829996279720714383,1628398008,0,彭彭
6830889948900387932,1628611075,0,现在的美好生活都是前辈们的心血换来的。我不知道为什么这部电影评分为什么这么低？可能大部分00后都看不懂，或者看不下去。我也是00后，最后我想说，“若有战，必参军”！不负国家！
6830674900567324775,1628559804,0,在初中的历史书上看到过李大钊先生就是不知道他是怎样一个人没想到，今天看到此电影才明白他是一个满腔热血，勇敢，他是带领人民走向光明的领袖人物，他就是我们的英雄李大钊先生。
6830518805530160238,1628522588,0,看哭了，我为是一名中国共产党员而骄傲，建党建军建国都经历了多少人的鲜血和磨难，才成就了我们现在的美好生活。永远支持中国共产党领导的中华人民共和国，实现最终的共同富裕！
6831236250159031406,1628693640,0,追星和看这部剧不矛盾但是你要换位思考别人在用心感受这部剧想表达的意思你缺在这刷明星名字是是什么意思这是偶像剧你刷没人反对但是这是历史剧这里有一半人不是来追明星的懂吗
6830731125208442071,1628573209,0,现在拍啥电影可以好好拍吗。都是一会这里。一会那里的。流行这种剧情？真的失败
6830409360015944615,1628496494,0,这种应景娄钱的片子，除了能激发中小学水准的爱国五毛的怒火之外，于真正的爱国、育人、启迪思想屁用没有。五代六代七代八代导演只要把住这一条红线拍片，想不挣钱都难。
6830148244513646577,1628434239,0,公司组织一起去看革命者，泪目的片段太多太多，中国的今天来的太艰难，近代史很屈辱。好在这样的革命者先后涌现，爱国，爱和平，珍惜当下，珍惜现在的一切。
6830484666227681698,1628514448,0,“共产党人不屑于隐藏自己的观点和意图”他们根本无需隐藏，因为他们就是扎根于群众，为老百姓谋幸福的党。我庆幸自己生活在这样一个时代，安心又幸福！
6830510527894919205,1628520614,0,看的热泪盈眶，今天的和平真的得来不易，无数抛头颅洒热血的先烈们用生命换回来的，致敬先烈。好在我们现在不仅有主义，我们还有了枪！大钊先生，我们有枪了！
6831202728056604522,1628685647,0,你就不能按照时间来演嘛
6830818799097084986,1628594112,0,电影值得看 但是李大钊那个胡子 怎么那么别扭 有和我有同样的感觉的没？
6831255226628850526,1628698164,0,我和00后聊天聊到董存瑞他居然不知道我想当的震惊。我都不知道说什么了
6830366232311394070,1628486211,0,今天的幸福是革命先烈用鲜血换来的，缅怀先烈，全程含泪看完，希望所有人都看看，尤其那些贪官污吏、卖国求荣等丧失良知的人，更要好好看看，好好反思！
6830486948654480471,1628514992,0,伟大的中国共产党带领英雄的中国人民从站起来到富起来再到强起来，无数的先烈抛头颅洒热血、视死如归，为了中华民族的未来和复兴努力奋斗。向先烈致敬！
6830897351343619764,1628612840,0,千万革命先驱抛头颅洒热血换来的新中国，时至今日，还有很多国人的腰杆是弯曲的。政府应该把这部电影在各个中小学校大学和政府机构公映，包括香港澳门。
6830820033858429369,1628594406,0,从来都没有什么救世主，只有我们自己才可以拯救自己，如果大家都不愿意站起来，怎会有我们的明天，守常先生你看到了吗，我们都站起来了，我们都看到了
6830160118210755395,1628437070,0,特别是守常先生带着这帮年青的学生做反抗运动之时，看的我是热血沸腾，他们的这种不怕死救名族大义精神将会在我们的血液当中一代一代的流淌下去。
6830709429629764867,1628568036,0,00后女生看完啦～正是因为有我们的伟大先烈前辈们 才有我们祖国今天的繁荣昌盛 现在的生活很幸福 但是请不要忘记都是谁在为今天的生活付出了鲜血🥺
6830554708382193633,1628531148,0,要想让后人知道历史，起码你得学会讲故事，看了半个多小时都不知道在讲啥，白瞎了我一腔爱国热情。超级大烂片，鉴定完毕，配不上革命者这个名字。
6831875315468396768,1628846005,0,致敬！伟大的革命者，没有你们的英勇。何来今日的国泰民安……每次看革命电影和电视剧都可以令我泪流满面……感谢你们的勇敢和无私的献身精神！
6830382314027889281,1628490046,0,为数不多的评论，看看你们都写了些什么，好好反省去吧，好好学习历史去吧。我们的教育太有问题啦！让你们吃好丶喝好丶睡好，还什么都不懂。悲！
6830505704906876542,1628519464,0,当真有一群人，他们博学、有思想、坚持主义，放弃舒适生活回到苦难的民众中，为民族的未来苦苦探索，而不惜一切代价包括生命，他们叫做革命者。
6831020051726747945,1628642094,0,说明他们怕了，只有怕了才会着急杀，不然又何苦对付一个只会用嘴说话的文人，已经从心底否定自己所坚持的信仰，才会拿一个只会握笔杆子的人下手
6831064818841969413,1628652767,0,说实话，题材不错，历史是值得我们铭记的。但不太喜欢导演的拍摄手法，情节闪太快，不是很熟悉历史的观众跟本不知道这个情节想表达的是什么。
6831385141030287159,1628729138,0,纪实类型片子挺好的，革命先驱们谁也不知道明天现实究竟会怎么样，他们敢于斗争，带领百姓奋力反抗，打碎旧世界，建设新世界的壮举让人敬佩。
6831369104100698142,1628725315,0,爱国电影，应该普及才对，搞个VIP真的没看懂，00还会去了解中国吗
6831232513411524819,1628692749,0,真搞不懂这是一部革命题材的电影是用来致敬先烈的，还有那么多人在这刷明星的名字，真的搞不懂这些人怎么想的，搞的我看电影的心情都没了。
6830849686182456120,1628601476,0,张作霖杀李大钊的理由究竟是什么？
6830031150786695948,1628406322,0,“以青春之我，创建青春之家庭，青春之国家，青春之民族，青春之人类，青春之地球，青春之宇宙，资以乐其无涯之生。” ——李大钊
6830127674300457933,1628429335,0,给我搞迷糊了！中国共产党的火苗不是李大钊跟陈独秀一起弄的嘛
6830038710046573664,1628408124,0,演员很好，导演这剪辑挺令人无语的。时间线来回穿插也要有个度。太杂乱了。好容易出一部李大钊先生的电影不容易，真怕以后没有人再拍了
6830133218167900669,1628430656,0,这个电影不是让某些粉丝来追星的，是传播中国革命价值观，而不是追星的舞台，想要追星请到别处去，在这里是为了致敬革命历史，革命先人
6830021441828574646,1628404007,0,先辈们的革命精神永远值得我们学习。守常先生。这盛世，我们替您看到了，这盛世，如您所愿了，这盛世，我们也一定会接替您传承下去！
6831901572599795336,1628852265,0,影片主旨很好，能正确引导年轻人。如果能多注意剪辑，让孩子们容易看懂会更好，我家9岁看着看着电影就去看书了，确实还是有些难懂了
6815997863067679627,1625060525,0,在过往岁月里，热血奋斗过的英雄们需要被人铭记！现在的岁月静好，因为有人替我们已经付出了足够多的代价！致敬先烈！过好当下！
6830156330875887939,1628436167,0,看起来太多的脱离感，不像记录着什么，也不像主角视角的！第一幕的那么多的矿灯让人感觉导演对那时期的一无所知！让人怎么看下去
6830165610702200005,1628438379,0,我坚信我们党是一个为中国千万百姓谋幸福的党，一个为中华国富民强的党，对比我将奋斗终生而无悔，向伟大的共产党李大钊同志致敬
6831212676933102570,1628688019,0,内容很好，但是时间比较乱，可以整理一下，将更具历史价值
6830504858064269311,1628519262,0,演员没什么问题，导演不行，我在影院是看不下去的，推进太混乱繁琐，看得只想赶紧结束回去。我没想到竟然还有人在手机上看完。
6830472521855155891,1628511553,0,多拍一些这种题材的电影，让新一代年轻人不忘国耻，不要忘记革命先烈们用热血和身躯垒起的新中国。为自己是一名中国人而骄傲！
6829986206688624427,1628395606,0,守常先生，您看到了吗，这个因为您，因为您们牺牲而成立的新中国🇨🇳有了您们，才有了我们现在的生活，吾辈自强！感谢您们！
6831585079202999633,1628776807,0,以前他们描述陈独秀是用来秀游戏操作！今天我才知道陈独秀同志！希望多出一些种题材的影片！因为像这样的同志我相信有很多！
6831189492603173460,1628682492,0,看过觉醒年代又来看革命者，希望有更多更好的年代剧来讲述那些年代的不容易，对如今的意义，这才能让现在的人树立正确的三观
6830136714028001259,1628431490,0,如果是为了追星来看这部电影，真的是浪费你们的时间，还不如看明星照片。我想知道为什么评分这么低，腾讯视频官方来解释解释
6830068364216253690,1628415194,0,哭了，勿忘国耻，以先辈的血肉才换来现在的新中国，视频剪辑，和平面设计免费学习群，美女帅哥多，欢迎新朋友加入。
6831160140675032975,1628675494,0,爱国教育大片从小学开始直到大学或工作单位一年学习几次
6829985504444685662,1628395439,0,守常先生，您所期盼的盛世我们生在其中，是您和无数前辈用生命换来今日之中国。。。无论什么时候，中国人民决不会忘记您。
6831553502859243362,1628769279,0,片子很好！不过给个建议我不知道为什么张颂文老师扮演的我感觉不到那么真，总跟角色脱节…怪怪的！不知道大家有没有感觉？
6831641880309066746,1628790350,0,有的人睿智而勇敢，他们将希望和光明带给身处黑暗的民众；他们正义且坚韧，身体力行地开创美好的未来。 铭记革命先烈们！
6830940641627792360,1628623161,0,这不是故事，这是百年后的今天真实呈现。同胞们觉醒吧。我们消费者汇聚，建立全民共享的阿里，百度，滴滴，美团。
6830882679546588572,1628609342,0,我看了一下评论，这个看法那个看法的。你们追星的，有明星乱搞，喜欢明星不？你们说爱国，真的爱国吗？放在心里了吗？？
6830007595814513513,1628400706,0,民族竞争或许会缓和，但永不会停止。南海对峙，台海危机，抹黑中国新疆，我们不过是从祖父辈接过责任和义务。你怕了吗？
6830854463016559238,1628602615,0,吐槽来追星看的人停手叭 很多人确实不看这种历史片 但是有粉丝通过追星看完这部电影也会有感触的 这也启到了传承红色文化
6830137201200621844,1628431606,0,有些女的就很无语 你为了你的爱豆来看这部电影可以 但你能不能长长眼睛开头那种场景不适合刷。 小学没毕业还是没上过学啊
6831190535202295174,1628682740,0,一句话，大失所望！对不起这么多人的期望，又是一烂片，这么好的题材拍出这样的烂片我的天哪，导演得多垃圾编剧得多垃圾
6830059741557710246,1628413138,0,到底是三个女儿，还是三个儿子，电影拍的是三个女儿，现实他三个儿子帮他立回墓碑的时候是三个儿子，请问什么地方错了？
6830535412331465444,1628526547,0,居然只有7.6分，为什么？真不知道9分的而且尤其是投毒国的是怎么评来的。先驱用生命换来的只有这可怜的7.6？？？？？？？
6830805271632029835,1628590886,0,其实这些革命先驱者的家属，尤其妻子也付出了很多，先驱者们为了新中国，都顾不上管妻儿，家人，真的是舍小家，为大家
6831899440215638566,1628851757,0,真心酸啊，没有这些前辈为中国铺路我们怎么会有这么幸福的现在。那个草芥人命的时代前辈已经帮我们抗下了。致敬前辈！
6830700623239734112,1628565936,0,感谢你们带我们了解那段历史，感谢毛泽东感谢李大钊感谢中国共产党的革命先辈们，是你们给我们创造了现在的幸福生活。
6831604706133827131,1628781487,0,让你们过上幸福生活安居乐夜的不是李易峰，是李大钊爷爷和毛爷爷的革命伟人什么李易峰李易峰的刷了大半个电影的屏幕
6830878533485477707,1628608353,0,纪念先辈的历史电影，为什么要给打评分呢？搞不懂像有一些，一些电影里面连评论都不开放，这些电影为什么做不到呢？
6830519069448225553,1628522651,0,先辈的精神，勇气正是我们这代年轻人所缺少的！以史为鉴，厚积薄发，为中国之新时代而思而想，为美好未来而努力💪
6831610999171079197,1628782987,0,看这部电影 是为了了解中国共产党 了解那些为了中国共产党牺牲的烈士 没有中国共产党就没有我们后世这样美好的生活
6831638470452968562,1628789537,0,小学时候李大钊一点也不认识，现在全面认识了！太多太多的“李大钊”为了新中国而牺牲，让我们挺起胸膛做中国人！
6830859665832730690,1628603855,0,这有武器才可以带来和平没有武器枪炮就会被人宰割。那时候的学生要是知道拿起武器枪炮制造武器就不会那么辛苦了。
6830169811603827384,1628439381,0,有管虎的电影就像抽像画，就不能好好讲故事，尤其是革命电影，一点也不严肃就是玩画面，晃来晃去，怎么也入不了戏
6831155579331680971,1628674406,0,之前电影上映的时候就去电影院看过，说实话这票房太低了，在我看来这部影片拍的很好，只是宣传不到位，上座率不高
6831181171687046764,1628680508,0,李大钊是张作霖杀的，张学良他爹，东北是张学良丢的
6831850943122664266,1628840194,0,没有一场革命是没有牺牲的？光荣革命就是，别真信了
6830870084768909991,1628606339,0,作为一名90后我支持多拍些这些历史的电影，加强后代的思想教育，让后代知道现在的生活来之不易，要珍惜，要爱国。
6830144689681604883,1628433391,0,守常先生，这盛世如您所愿！我帮您看到了…谢谢所有参与革命的先驱者们！谢谢现今社会里依然保卫祖国的战士们！
6831228089847047668,1628691694,0,对前辈的生活倍感伤痛 看了一路哭了好多 庆幸有你们 因为有你们才能让我们活在现在的幸福安康的世界里 谢谢前辈。
6831825497702144225,1628834127,0,每次看到类似的影视都会让我化悲痛为力量！中国加油，我们的新生活都是革命先烈用生命换来的，为革命先烈们敬礼
6831518354994258731,1628760899,0,记得小学的有篇文章就是写李大钊同志的，上面记录了你为中国的付出，向您致敬，现在的中国很美丽，很繁荣昌盛。
6830870153572257795,1628606356,0,你们那些说 00后的， 00后怎么了，00就不爱国了嘛……
6830031730011681358,1628406460,0,这盛世如你所愿 ！我们永远都不会忘记您的付出和奉献。永远不会忘记我们的和平是多少先烈用鲜血和生命换来的。
6830046021347762290,1628409867,0,编剧有问题，李大钊和毛泽东站在景山公园说全北京会插遍红旗，1918年革命还趋于雏形，就确立了旗帜的颜色了吗？
6831382932133642005,1628728611,0,你们活在我们的心里，世世代代不忘革命牺牲的同胞们。。勿忘国耻，铭记历史。大敌当前，中国人团结一致。。。
6829994496961179611,1628397583,0,革命先烈用生命换回来的今天，可是现在的今天是先烈们想看到的吗？王兴之徒是不是新时代吃人不吐骨头的人呢？
6830856644306297554,1628603135,0,最近好多革命题材的电视剧电影，电影里面这部刻画的李大钊先生剧情好感人，感觉从头哭到尾的。致敬革命先们！
6831426908014384343,1628739096,0,那时候不是叫北平吗？怎么就叫北京了，这么不严谨
6831206227674815526,1628686482,0,我个人觉得，有点乱，跳来跳去的，我有点看不太懂
6830058680574946764,1628412885,0,人民幸福，国家富强 ！大钊先生，您的愿望实现了，全国人民向您和您一样的革命者致敬！我骄傲，我是中国人！
6831280856158303944,1628704275,0,现在看中东，非洲。。活在盛世的中国人不要被麻木了。！！！几十年前我的祖辈父辈就是这样活下来的！！！！
6830850653204388615,1628601706,0,说实话这种历史性的电影啊电视剧啊，我都不想看下去了，那些无私奉献生命的人，为了未来的和平真是太伟大了
6830753851302083488,1628578627,0,事件情节混乱，事件时间杂乱无序，使整个故事模糊，没有规律性，不连贯，易给读者产生误会，也会对历史亵渎
6830471840691800820,1628511390,0,我觉得拍手掌的，好假。那个时候毛大爷年纪不小了，不可能会像小孩子那样拍的。导游是不是有点夸大其词啊？
6831129464890351714,1628668180,0,看觉醒年代的时候每集都哭。。再看革命者。。真的是太触动内心了。尊重历史，尊重先辈，我爱你中国🇨🇳。
6830054913351766404,1628411987,0,这部剧最闹心的就是李易峰来出演毛主席，回顾历史呢，你们却在看小鲜肉！本来不讨厌李易峰，现在讨厌了！
6830169461689953969,1628439298,0,先辈的点点滴滴不是电影能拍出来的！这血一般的历史时刻的点醒着这来之不易的和平。人生很短请诸位珍惜。
6831799006381603557,1628827811,0,看那个游行示威队伍，再看那黑人杀害中国女学生！讽刺之意，有过之而不及！我先辈之勇气，我辈还剩多少！
6830775890595554754,1628583881,0,有些弹幕说只看李易峰其他不看。那你们大可以去微博看剧照，没必要在这刷存在感，败坏路人缘。容易招黑。
6830423734856084147,1628499921,0,好影片不需要宣传，只需要一传十，十传百的口碑，就如同守常先生的革命意志般“星星之火可以燎原”之势！
6831594232587623273,1628778989,0,电影是好电影，就是有时候觉得叙事结构有点太过多来回穿插了，让人感觉有点混乱！！仅个人感觉！不喜勿喷
6831570258029866731,1628773273,0,那时候北平几时变北京市了
6830261647089657365,1628461276,0,颂
6831784362673857001,1628824320,0,永远铭记你 我们敬爱的李大钊先生！感谢您勇于革命的精神与牺牲感谢一切革命者 换来我们今天的幸福生活！
6830002084297728963,1628399392,0,最见不得国共这个时期 还是喜欢一起抗日那段 好不容易抗战胜利 又开始讨厌的内战 后来的文革也是😭😭😭
6830091350939948129,1628420675,0,叙事略显凌乱，有些情节也感觉很刻意，总得来说让人有点失望，但是还是致敬守常先生，这盛世愿如您所愿
6830121461311489505,1628427853,0,感谢先辈们的付出，这盛世如您们所愿，我们生活的很幸福，您们看到了吗？这是您们所要给我们创造的世界
6831361846922847497,1628723584,0,真的应该多拍，甚至没必要煽情，只需要把他们做的事说的话真是的拍就行，越来越佩服教员他们的战略眼光
6831280455203841279,1628704179,0,评分是哪里评分的，革命先烈们付出的代价一切，我们哪里深知。勿忘国耻、振兴中国、繁我中国、收复台湾
6830378658092170649,1628489174,0,感谢伟大的平凡人，感谢他们不顾生命，不顾一切的唤醒了沉睡的中国人，中国人永远团结一心，一致对外！
6830000181765744011,1628398938,0,大钊先生 您的愿望已经实现了 谢谢你们 的不怕死不怕艰难的救这个国家 我们子子孙孙都不会忘记革命先烈
6830335339324654769,1628478846,0,中国可以有现在的强大，都是革命先驱者的奋斗，勿忘国耻！不忘初心！牢记使命！让祖国永远强大下去！
6831636101518483993,1628788972,0,不要说什么这盛世如你所愿，路还长各行各业还要拼命干，只是一个开始，认清现实，自强不息！！！！！
6830111733856657942,1628425534,0,先辈们用血与骨换来的和平盛世我们一定会守住！我们一定不会辱没先辈的革命精神，热爱生活，热爱祖国
6831801662672075861,1628828445,0,😊😊😊多拍拍这样题材电影， 少搞些娱乐节目 。 提高国人对历史的认知，现在得中国和平 是来之不易
6830823454002791940,1628595221,0,致敬:为祖国做出贡献捐躯的先例前辈敬礼，勿忘国耻，不忘初心，谢谢您们为了我们现在在的幸福生活！
6831236714703237390,1628693751,0,现今的繁华，都是这些先辈用生命革命而来，希望各位同志，与我一起为中国 更好的未来奋斗！
6830957348647873615,1628627144,0,我从黑暗中反叛而来，却不属于光明之地，可是我，为了你们能走向光明.拥抱光明，我愿意直向黑暗！
6830873653396170758,1628607190,0,我从黑暗中反叛而来，却不属于光明之地，可是我，为了你们能走向光明.拥抱光明，我愿意直向黑暗！
6831061896020254768,1628652070,0,这片演员演得很好，题材也好，可是这样情节交错着播放，看着很烦燥，无法让人继续看完，不支持。
6830146463138189482,1628433814,0,守常先生，你直面黑暗。还有无数和你一样直面黑暗的英雄。这盛世如你们所愿！！！谢谢你们！！！
6830865708310480709,1628605296,0,多看看以后过不了日子了可以学着干。这是放的那时候跟现在已经不是一个时代，人也变了事更变了。
6830844789298958634,1628600308,0,现在不知道该相信什么了，这和觉醒年代有出入啊，但觉醒的剧本是党史研究专家写的，这个😂😂😂
6831081819522080030,1628656821,0,这些是国民党还是汉奸。
6830353185815540427,1628483101,0,看着都想哭。这种电影的内涵在哪里？希望某些人不要忘记历史。没有先辈的努力没有我们的现在！
6830149973418328238,1628434651,0,让中国人多看看，中国是怎样强大起来的，少不了那些奋不顾身的伟人们，多多拍这样题材的电影，
6830354770872508649,1628483479,0,别在电影里面找自己的偶像，不要满屏的都是谁谁怎么还不出来，不要给自己的偶像招黑，带点脑子
6830883045096967793,1628609429,0,现在的新生代不要盲目的只懂的追星，应该真正的去了解中国上下五千年的历史特别是近百年的中国
6830751402201858399,1628578043,0,人类社会在摸索阶段，怎样利于发展谁知道。落后就要挨打没有尊严都是慈禧太后袁世凯这些人的错
6830323311461688347,1628475978,0,那个时期人物都穿着呢好的衣服？脸白的？你这种环境氛围都没给我带入感觉！果断关闭！玷污历史
6830136321197876491,1628431396,0,为看明星来的是看不懂这部电影的真正涵义的
6831504838937863593,1628757676,0,紧急通知：变异病毒风险高，牛郎织女打疫苗跨城见面有风险，七夕佳节已取消——天界卫生部
6831564298406197848,1628771853,0,革命先辈们，今天的中国富强，人民安康，没有孩子流离失所。这盛世如你们所愿，后辈亦自强。
6830768558033661144,1628582133,0,革命就像一粒种子，播种出去，坚持施肥灌溉，总有一天会发芽成长再将新的希望传遍各个角落。
6830137767230499124,1628431741,0,王师北定中原日，家祭无忘告乃翁！守常先生，21世纪的盛世如你所愿！如所有的革命先辈所愿！
6830326029865591831,1628476626,0,仅“李大钊”这三个字，足以让我热泪盈眶感谢伟大的革命先驱者，因为你们，才有现在的中国
6830163697491389486,1628437923,0,灵官镇中心小学学子相信，李大钊先生的事迹一定会继续传承下去，这盛世，如你所愿。
6830748723706912768,1628577404,0,我从黑暗中反叛而来，却不属于未来的光明之地。❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
6830766075269631119,1628581541,0,如今的社会精英赚足了发展红利后拼命的往国外跑，回头再看看当年中国的精英阶级不得不佩服
6830381466686214584,1628489844,0,抛开题材，电影拍摄手法表现力真的一般。
6830030415353406087,1628406146,0,我不是为谁来的！我是为片名来的，看哭了
