ids,times,up,content
6832309018975682272,1628949408,6,铭记历史，勿忘国耻，吾当自强。我00后
6830467412148628710,1628510334,1,他们不会白白牺牲，这种精神是一种宝贵的财富。指引我们前行
6830499518354444111,1628517989,1,导演还得继续努力！才能拍好这部电影。。。
6831855604017804300,1628841305,2,整部电影还是有很多可圈可点的地方，但确实整个片子的上下衔接上还需努力，谢谢！
6831228191877509926,1628691719,0,那个时候有鸳鸯锅吗？建议编剧仔细康康觉醒年代再来拍吧
6830371585870664399,1628487488,5,看见有些喷子我很愤怒，你们忘了如今的幸福生活是怎样来的，是无数革命先烈从黑暗中用鲜血换来的。
6831850170246770578,1628840010,4,试看将来的环球，必是赤旗的世界！🇨🇳中国万岁！！！
6831143677067273336,1628671569,2,一句话：历史是极其残酷的，我不相信任何人可以拍出真实的历史剧。所以我没看完。历史如手术，要见鲜血的，只有真正剌过肉的人才知道那意味着什么。
6831202573056099535,1628685611,0,北京？不是北平吗？
6832662327561446461,1629033643,4,强烈要求要把新中国的艰苦崛起纳入考试，让我们下一代懂得现在的日子得来不易
6802630343061076216,1621873460,2,李易峰都是演这种题材
6814068955535652068,1624600638,1,我还哭了几点眼泪
6830086732193347267,1628419573,3,这么厉害的电影，怎么评分那么低?难道国人真的只喜欢阴柔小鲜肉的电影吗？
6831451242842087777,1628744898,1,孩子们，你们知道吗？旧社会（一百年前）我们爷爷、太爷那辈人，他们人命还不值一匹马值钱，为什么？没本事就被剥削、没知识就被践踏、没骨气就被欺凌、没决心就只能在底层呆着！感恩李大钊、陈独秀、毛主席、周恩来等革命先辈，抛头颅洒热血，我们还有什么可抱怨“无聊、没意思”呢？那是因为你的幸福来的太容易了。
6830124996379940457,1628428696,2,看到这部电影，不觉得触碰到心灵某处吗？可以追星，更应该怀着敬畏之心观看电影，回顾历史！向那些为了和平而奋斗的前辈们致敬！
6831520177125731446,1628761333,2,"“仆一为一无根柢之学问，爱国之类，俱是空谈，现在要图，实在熬苦求学，惜此又非今日学子所乐问也” ———鲁迅让我们努力读书,刻苦求学,成为国之栋梁吧，先辈们，盛世如您们所愿🤧🇨🇳❤️我爱中国，永远跟党走👣✨"
6831927116011811318,1628858355,2,00后表示很喜欢看《觉醒年代》，《理想照耀中国》《八佰》《最美逆行者》……这样的剧和电影
6831489309271453372,1628753974,2,李易峰演得好尴尬啊
6831592763516055189,1628778639,1,今天的生活是先烈们用鲜血换来的，他们比我们还要难，苦日子算什么？没钱的日子又算什么？阳光，我们看到了，还有沙滩，海康，仙人掌……
6830155569404203652,1628435985,1,特别喜欢这类革命题材的电影，不管生活中有多么不开心的事情。当看到这些革命先辈们为了现在美好的生活而奋斗的时候，一切都是小事了
6830813705391718756,1628592897,2,看的泪一直往下掉，我们是先烈们牺牲后的光
6830667356029476564,1628558005,3,不管这个电影你们觉得好看不好看 ，但只要你是一个合格的中国人，了解中国的历史 ，你就能受到触动
6830144948877023503,1628433453,2,因为李易峰，想了解历史，了解李大钊❤
6831486821411478789,1628753381,2,好，有信念，有骨气 有血性
6830122804231285191,1628428174,1,中国万岁，中国人民万岁，中国共产党万岁
6830129625562098409,1628429800,1,人民有信仰 国家有力量 民族有希望
6830636311024382644,1628550603,2,向先辈致敬。谢谢你们的牺牲换来了我们的幸福与和平。我们也一定会替你们好好的看好这个国家，不辱使命
6830136051315399050,1628431332,2,先打个卡，不为别的，为了剧情来的。不追星谢谢
6830125945060385625,1628428922,1,我天我天，终于等到了，去电影院看过，真的太赞了，
6829985538741519005,1628395447,1,中国人铭记历史，铭记革命前辈。
6830158828642653953,1628436762,1,致敬革命先辈，缅怀革命烈士。
6830255893381003877,1628459904,1,致敬先辈。这盛世如您所愿！！
6830121865822745214,1628427950,1,铭记历史，为中国富强而奋斗！
6829978039145591241,1628393659,1,咋觉得李易峰出来的时间很少啊
6830129563045997180,1628429785,3,李易峰李易峰李易峰
6831929743781018064,1628858982,1,现在的中国，赤旗的世界，这盛世如你所愿
6830004005704196415,1628399850,3,守常先生，这盛世你看到了吗？
6831428832944059919,1628739555,2,没有军队，革命是永远不会成功的。
6831413252614648395,1628735840,3,笔杆子固然重要，枪杆子也很重要
6830322966031560662,1628475896,2,我喜欢李易峰七年了，但这是革命类型的作品，不是偶像剧，如果要看，那么就请带入的是伟大的革命者自身，而不是演员本身，如果峰哥演得好，那当然为他高兴，但是演不好，我们也可以提意见，让他进步，这才是对他好，先国后家乃是正道。
6831595083079230347,1628779192,0,题材很好，但编剧的时间线太乱了，一会前一会后，一会又前，如果不清楚那段历史的人，根本看不懂！！还有游行的那块红布是什么意思，想表达什么，当时的情景根本不可能。李庆天敬礼太标准了，但当时共产党还没有军队，为啥要敬礼？
6830322804869445334,1628475857,4,其实评论怎么样并不会改变什么
6830615687669540208,1628545686,2,此时插满赤旗，革命先辈的精神代代传承。永垂不朽！
6806462218696641479,1622787050,3,期待正能量演员李易峰❤️
6830863922115770813,1628604870,2,我看见这一系列评论就难以置信，我是两千年的，但我看的关于新中国的历史剧电影等等不下于四十部，完完整整从头到尾看完了了的，可以说比现在中国百分之九十的人看得更多，更了解，。很多人思想上总认为年轻人不行，没有年轻的看这些，思想上的看不起，但事无绝对，也有愿意主动了解这些的人，我很荣幸能够喜欢这些。英特纳雄耐尔就一定要实现！
6830367508025722109,1628486516,2,看这种历史剧就不能当偶像剧看（评分这么低肯定是光奔着明显来看的人多了）。革命者这部电影以李大钊的革命过程为主线，讲述了当时中国内忧外患的生死存亡之际，无数革命者前仆后继，救亡图存的历史。我们应该着重体会当时社会的黑暗和民众的苦难，以及无数革命者大无畏的牺牲精神和爱国情怀，从而深刻体会到现实美好生活的来之不易。
6832677863309584374,1629037347,1,这才是年轻人该看的
6830047070238336670,1628410117,2,我从黑暗中反叛而来，却不属于未来的光明之地 我的脚踏在黑暗 和光明的交锋处上 或许有一天，黑暗会把我吞噬 可是为了你们，为了你们能走向光明，拥抱光明 我 我愿意去，直面黑暗 因为我相信，总有一天 阳光会普照整片中国大地 我坚信。 ————致最可爱的人
6830547646063450972,1628529464,1,xx明星出演xx一角，是对他的认可。然后粉丝因为这个明星对这个角色有一个深入了解，从而更加爱国。而不喜欢这个明星的观众，因为这个角色 对这个明星产生好感，这才是最正向的评论区。而不是互怼……
6830157520292428866,1628436451,2,守常先生，中华盛世，如你所愿，我们会永远铭记你们，为中华民族伟大复兴，为人民过上幸福生活抛头颅，洒热血的革命先烈。
6831957701614761407,1628865647,2,最后的国际歌感动了，爱国教育必须从小抓起。作为一名积极入党的00后新青年，我会继承先辈的革命精神，做新时代的革命者！
6830337699874759064,1628479409,0,这不比1921好看？
6831132890554563208,1628668997,1,吾族有先生之人，实乃吾族之大幸，感谢先生。守常先生这盛世如您所愿，先生流芳百世，亘古不变。
6832648823215498325,1629030423,1,为什么都在说00后，我觉得1800万革命先烈值得中国14亿人民尊重 历史也同样，搞不懂为什么要歧视
6830840973690290354,1628599399,2,向所有平凡的英雄致敬！我为伟大的祖国和人民而骄傲，为自强不息的民族精神而自豪
6831591135299774598,1628778251,1,00后都20多了！！不要再黑00后了！！本人00后，表示特别爱看爱国片！！而且泪目😭
6831778621326109087,1628822951,2,向我们的革命先烈们致敬！新中国的成立太不容易了，付出了太大的代价
6830879208617600443,1628608514,2,李易峰李易峰李易峰李易峰李易峰李易峰，为李易峰而来
6830177064192965618,1628441110,1,吾辈当自强不息，勿忘先辈鲜血之大义！为民族，为国家
6831843842723948796,1628838501,0,张学良，中国的圣人？？
6830025853095649830,1628405059,2,多拍点这样题材的电影，第一次这么了解李大钊先生
6830176487836900992,1628440973,1,非常好看，非常好看，在电影院看了三遍呀！太棒了
6830126317296300386,1628429011,1,希望我们的祖国能像李大钊所期望的那样，自信的屹立在民族之林
6830783803066212943,1628585768,0,没有他们的付出，哪有我们现在的中国
6830812473860302039,1628592604,1,没有你们，就没有我们的幸福生活，致敬我们的革命先辈。
6826372138794154502,1627533945,2,昨天去电影院看了 ，真的很好看这部电影
6831078659885773836,1628656067,1,这盛世如你所愿，实现共产主义！2021.8.11
6830835975015234410,1628598207,1,守常先生你可看到了现在的新中国🇨🇳
6830803534003364551,1628590472,2,李易峰这样正能量的星难道不值得追吗
6831776703644062154,1628822494,2,今天的好日子都是革命先人鲜血换来的
6830839262489748552,1628598991,1,我们的生活来之不易，不能忘记先辈们，铭记历史
6831105809972258245,1628662540,1,李先生 现在的盛世如你所愿 未来可期
6833015847137448957,1629117929,2,没有先烈们的努力就没有如今的我们
6831577778790219359,1628775067,2,先生 如今盛世 仰望各位先辈 感谢
6831594321083236085,1628779011,2,现在的中国如你所愿。阳光普照
6833182484616572940,1629157658,2,李先生，盛世中华，如你所愿
6831741442302471008,1628814087,1,十分赞，加强爱国主义教育刻不容缓。
6831945542499460435,1628862748,1,垃圾导演，看两分钟我都不想看了。，
6831958891761297102,1628865931,2,向前辈致敬！共产党万岁。
6816285120019279676,1625129013,2,等一天了，怎么还不上映？
6819820870114144335,1625972001,1,不是有张云龙，怎么没看见
6832303169351864231,1628948013,2,致敬先烈，这盛世如您所愿
6831565651031633280,1628772175,2,先生，你相信的我们看到了
6830569743464669220,1628534732,1,致先烈，用鲜血换来今天的和平。
6830050558670155306,1628410949,1,这样的世界，我们看到了
6831396348122520773,1628731810,1,这个胡子看的我是真难受
6831405206945554657,1628733922,2,勿忘国耻，牢记历史！
6832194993679919517,1628922222,1,伟大的中国共产党万岁万岁
6830845249166645380,1628600418,1,㊗️祖国越来越强大🎉🎉
6831769338546899714,1628820738,2,这不是真实的历史
6830837608642258800,1628598596,2,致敬伟大的革命者
6829978665183212940,1628393808,2,我是来看李大钊的
6830840985694514100,1628599401,2,守常先生永垂不朽
6830069739272808589,1628415522,2,为共产主义而来。
6830083524775507160,1628418809,1,不过如此，不想多说 ，
6830808415950755131,1628591636,1,不忘英杰，牢记使命！
6832103501409940374,1628900409,2,中国共产党万岁
6832378336501450092,1628965934,1,反看历届朝代，新中国百年，不长，而我们在干什么？年代不同，付出不同，不想评价任何一个年代，我只记得老辈们说，一代不如一代。时间还长，每个朝代多少年？我记不得了，各位查查看。怎么样不忘初心，我们都在探索。教育上，我们都说对孩子鼓励多一点，怎么现在贴标签了，00后，10后，他们的历史使命跟我们80，90，不会一样。只是希望不忘初心而已，但是，你们还记得初心是什么么？我的认为：共产党人的初心是，人民满意，对人民有利。这不仅仅需要共产党人的无私，也需要少数人的牺牲。不用去骂谁，社会的发展是曲折的。这样的曲折，是怎么样的，谁也说不清，我们不需要像先辈们去抛头颅，洒热血。但是，我们需要活在当下，需要多一点乐观和信心。兄弟姐妹们，加油吧，超越自己就好，各方面，包括对别人的评价和眼光。
6815914512495425726,1625040653,1,看见白客瞬间喜感
6830018893889532485,1628403399,2,丫丫演技超棒
6830423441766497939,1628499851,1,讲实话，我还没看电影内容剧情，但评论就已经让我看不下去了，前段时间央视播出的《觉醒年代》很好看，但没出现你们这种评论，让人很反感，为了谁看剧是有问题的，我们探究的是电影本身的好坏而不是部分明星个人。如果你要看，大可不必看电影，去微博某音，随你看。而且这是历史剧，目的是什么，不必多说了吧
6830122702435391197,1628428149,0,中国人勿忘国耻。新一代的年轻人好好的思考我们那个时代的人们都经历了什么！你们现在的幸福生活，都是先辈们用血肉换来的。台湾必须打回来中国🇨🇳人民加油
6831628600861392873,1628787183,1,太好看了，我欠你一张电影票，比1921拍得好，看得我热血沸腾，1921看得我在电影院想睡觉，果然是国宝级的演员，不忘历史，感恩有你的伟大付出
6831932419931513916,1628859620,1,致敬韦神，没有他们就没有现在的我们，想想现在过得日子，都是这些伟大的人们给予的，他们不为私欲不顾一切德付出才换来的，不要说你是那一代人，80 90 00如果你看不下去只是你内心里没有这一概念 ，说多了都是一些借口，说白了大多数人都忘记了历史，忘记了革命者的付出，人不能一直记着仇恨，仇恨不能给你带来什么，耻辱是不能忘记，不要觉得和自己没有关系，每个人都要是感觉都和自己没关系，我们现有的生活又会回到以前，希望我们现代的人，不要辜负那些默默付出不求回报的伟人，希望国家越来越强大，越来越团结
6830054752940778413,1628411949,1,我来看革命的
6829995965319877538,1628397933,1,致敬中国共产党！青年如初春，如朝日，如百卉之萌动，如利刃之新发于硎，人生最可宝贵之时期也。——《敬告青年》
6830685156680798348,1628562249,0,政府应该把加强学历史 成为必考科目 英语改为选修课 英语你学的比外国人说的还好有什么用 不是当个翻译就是跑外国生活去了
6832368258046096731,1628963531,0,在牢里面我怎么听到小时代的插曲了？还是说那首插曲就有些年代了，什么友谊天长地久之类的词，不懂，勿怪
6831551258835178326,1628768744,1,我是80后，我特别爱看这样的电影电视剧。每次都激情澎湃。要是有一天要上战场我会豪不犹豫，虽然我是一个女人，但是我也不会畏惧。只为后代们好过一些。致敬英雄。
6831947264911353682,1628863159,1,中国人民万岁
6831523030133262242,1628762013,1,你相信的，现在实现了
6830042138437113374,1628408941,1,我在想这么一部爱过历史电影，竟然很多都是为某位演员而来!试问他们能打仗还是能把鲜血撒在需要的地方？我是因为片名，因为对革命先烈的敬仰缅怀而来!为了曾经不分青红皂白，只为自己利益得失，不惜残忍杀害革命，救国人士的反动派，军阀那千刀万剐的恨而来!以片之名，重温历史!
6830113864864907879,1628426042,2,守常先生，这盛世去您所期…这繁荣昌盛这强大还有现在来之不易的胜利都如您所愿…中国🇨🇳是中国人民的中国，你们战胜了黑暗。你们战胜了侵略者，我们一定守住一定…庆幸自己生在这片伟大且充满爱的国家民族，我们会继续维护国家民族繁荣与和平，哪怕付出生命
6782182663399161333,1616998353,2,第六
6830044805129577988,1628409577,0,#电影《革命者》#每次都会泪流满面，感念先生的付出，守常先生千古！今日之中国，如先生所愿。今日中国之人民，自己当家做主，能吃饱，过得幸福！你们用鲜血浇灌出来的自由幸福之花，吾辈会用青春和生命去捍卫！愿先生安息，愿先辈们安息。
6830915455419290377,1628617156,1,这是真实的故事，属于中国人民的故事，与中国人民任何人都仅仅相关，我记得我小时候90年代 80年代的时候都有革命先辈的影子，好像离我很近，每次想起重庆渣滓洞就想起被害的人的场景。那些故事从小就入脑。
6830135122226898373,1628431110,1,一部充满悲壮的爱国主义题材电影，一部讲述中国人民革命历史的电影，一部讲述多位伟人和劳苦大众为中华民族和中国人民牺牲奉献的电影，它的封面上有着金闪闪V I P。给过吧，别害怕，我们都是站在一起的。
6830460490187939942,1628508684,0,感谢有你们，革命者先驱者，给了我们新的世界。要是没有共产党推翻国民党统治，哪有现在的国富民强，早就跟台湾一样沦为疫苗乞丐了，可能还不如，这么小的台湾都没治理好，治理中国搞不好已经亡国了。
6830326356400562317,1628476704,0,守常先生，我们有枪了守常先生，我们替您看到这一天了守常先生，这盛世如您所愿
6830176669714498122,1628441016,0,此时此刻不富有不贫困的我觉得就是共产主义的时代！感谢先烈们给了我们后辈一个平稳安稳的世界！让我可以劳有所得辛有所获！父母健在子女安好！至暗时刻英雄走好！黎明后生铭记在心！
6830375227528987556,1628488356,1,我从黑暗中反叛而来，却不属于未来的光明之地。我的脚踏在黑暗和光明的交锋处上，或许有一天黑暗会把我吞噬。可是为了你。我愿意去直面黑暗。因为我相信终有一天阳光会普照到你头上。
6830852445988346052,1628602134,1,想对那些民族英雄说谢谢你们 ，中国强大了，中国人再也不任人鱼肉！也许现在的中国不是最强大的，但我们一定是最团结最受不了欺负的国家，我们深知历史带给我们的惨痛教训。
6830177738829987486,1628441271,1,历史才是前进的原动力，我相信社会不管怎么演变，怎么发展，都少不了大事者。终有难他们会无私奉献出自己，敢作敢为！对于我们来说课本中的东西教给你的知知甚少！
6830029664426192385,1628405967,1,现在的幸福生活都是前辈们的生命换来的！珍惜现在！为了祖国的繁荣昌盛，为了老百姓不再受疾病没钱治疗的痛苦，多送出去一份保障，就少一个水滴筹的家庭！
6830353901863104455,1628483272,1,生在国旗下，长在春风里！眼泪掉下来，受不了这样的时刻，吾辈当自强！
6830136244433724530,1628431378,1,一部讲述伟人和人民为革命所做出的牺牲和奉献的电影，在它的封面上有着金闪闪的三个英文字母，审核通过吧，“敌人越怕的，恰恰证明了我们做的越对”
6831711626836441244,1628806978,1,我是来看李大钊先生的，有谁和我一样被李大钊先生的爱国之情所感动。
6830267115186819631,1628462580,0,感觉这里面的李大钊没有1921里面的演的好啊
6830367898691574963,1628486609,1,听到李先生的爱人在医院里对他说的：“会有的，咋们都会有的！！！！”眼泪瞬间就把眼睛被糊住了。我们的新时代，是用革命先烈无数鲜血换来的
6830135389915768729,1628431174,1,年轻人废了，都是来追星的！ 不懂历史，语文书上没有么？都是没有文化的人？5年级就学了我记得， 你们的美好生活都是国家的强大！ 珍惜当下吧！
6830832878457073746,1628597468,1,这种电影很有意义，希望国家多出一点，现在的孩子享受着安逸的生活，天天接触偶像剧，拉低智商水平，也彻底忘记了我们是怎么过上这样生活的。
6830637931217084593,1628550989,0,蹭流量的电影，一会儿放这，一会儿放那儿的，完全没看懂。恶心。
6831030338739639796,1628644547,1,旧社会的世界到底有悲惨和黑暗 才会让这些英雄要用生命去抗争 去改革 心里说不出的滋味 作为中华儿女我很自豪 愿中国越来越好 愿世界和平
6830428472356167945,1628501051,1,守常先生探索真理和斗争，悟出来只有笔杆子觉醒年代是不行的，必须要有枪。为后面要有自己的工农武装打下基础人民英雄永垂不朽！！！
6830129780830921593,1628429837,1,幸福来之不易 珍惜眼前的生活 以前的老同志是多么的憧憬现在的生活 没有他们就没有我们 向革命牺牲的同胞致敬 你们永远都是我们的英雄
6830490463552533434,1628515830,1,这样的电影 学校应该多组织 看看现在的小孩子基本不会看这些吧
6830064815260443019,1628414348,1,现在还有好多电视剧美化张作霖，他的起家就是个土匪头子，妥妥的罪人一个，杀了多少革命人士，一群人还在那跟风吹，唉！真的可悲。
6830300781908720524,1628470607,0,演员形象很容易让人出戏，演技倒还行
6833024782833820944,1629120059,1,作为00后的我，从不觉得这个电影枯燥、无味，我觉得很感动。那些为新中国🇨🇳而奋斗，的先人们，没有他们就没有新中国！
6830751297473328720,1628578018,1,真的好看，我好想看看，现代战士，和建国战士的幻想电影，太艰难了，看不到目标，只是靠着信仰，就可以坚持下去，哎
6830148759997794356,1628434362,1,人生最高之理想，在求达于真理。大凡新命之诞生，新运之创造，必经一番苦痛为之代价。国人无爱国心者，其国恒亡。
6830843352686937772,1628599966,1,现在的孩子接受爱国教育太少了，不像80年代学校都会组织免费看爱国类电影，只有不忘历史，才能更好的创造美好生活！
6830648959627749940,1628553619,1,这部电影最大的败笔就是导演启用了李易峰这些小鲜肉，他的演技真的让我无语，把一部好片子的整体性拉了很大一截！
6830058928118574935,1628412944,0,大家好，麻烦你们帮忙看一下我V几了！我这边看不见🙈
6831960410128528627,1628866293,1,现在的美好生活 都是那些舍生忘死的革命先烈用生命换来的 缅怀先烈 致敬先烈 我们不会忘记你们做出的伟大贡献🙏
6811622818573387512,1624017433,1,信仰的力量。团结的力量。为他人而慷慨的力量。以无限胸襟包容万物的力量。 人民从此有了力量的源头直到永远
6830559097029277189,1628532194,1,看完很震撼！只是悲哀的是弹幕里居然有一大帮人在说“看了五十多分钟，不知道在讲什么”绝了绝了！
6793966698962105797,1619807886,1,我在里边演的反派，临时工，上海，某地，影视基地
6831235768799608971,1628693525,1,致敬一代先烈前辈们用生命换来的中国太平盛世，中国加油加油加油🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳🇨🇳
6831168831876911284,1628677566,1,每次看革命题材，真的感慨万千！今天的幸福生活都是他们用命换来的！感恩他们，才有现在的幸福的生活！
6830886302552960386,1628610206,1,9分以上！建议多拍一些这种革命性的电影，最好列入中学生必看电影行列，让这种革命精神一直传承下去。
6831825568929947962,1628834144,0,各位亲爱的先辈们，今天的中国是您们想看到的盛世，这盛世是您们拿命换来的，中国人永远不会忘了您们
6830147099271515328,1628433966,1,守常先生是共产党人的创始人，革命的先驱，今天的中国的盛世，都是你们这些先烈留给我们后人的，感谢
6831586509506619297,1628777148,1,高歌祖国之强大，铭记历史。中华人民共和国万岁中国共产党万岁为所有奋战在疫情一线的工作者致敬
6830121229475528190,1628427798,1,守常先生，您的一生都是为了中国！感谢您为中国做出的伟大的贡献，向您致敬！再看一次还是热泪盈眶
6830870905770354147,1628606535,1,即使今天没有李大钊，也会有千千万万个李大钊站出来，历史选择了李大钊，不如说李大钊选择了历史
6830503193114180381,1628518865,1,李大钊同志和千千万万为了新中国的诞生而前赴后继壮烈牺牲的中国共产党人永垂不朽，万古长青！
6831575580400308846,1628774542,1,有你们才有现在的新中国，谢谢你们，我们会把共产主义精神一代代的传承下去，中国共产党万岁
6830115290286713240,1628426382,1,热泪盈眶 守常先生 如今盛世如您所愿 ！！！
6831258028822553080,1628698832,0,电影看了电影里面的历史讲诉也没问题，但是演员不能用历史为了收益而动用特效没有真实感，
6818532904750217886,1625664926,1,我们，包括下一代，应该多看看历史，不但包括课本，还应该看看课本之外的更为真实的历史。
6830167128583041074,1628438741,1,我出生在这个年代，在我党百年入党，成为光荣的共产党员，继承先辈精神，建设美丽中国。
6831081560175680226,1628656759,1,历来都有文武之分，文人讲道理，武者枪杆里出政权。中国有今天，少不了历代先辈的付出。
6831085080736230240,1628657598,1,李大钊任北大什么职位，知道吗，跳进快进谁不会，没看完蹭热度的大有人在吧，赶快查百度
6830519184346977882,1628522678,1,最终守常公未能看到我党的发展与壮大，并建立人民当家作主的新中国。缅怀革命先烈！！！
6831790342132350556,1628825746,1,我姑娘03的，去影院看的首映，纯纯的精中份子，励志在大学入党，我相信我们的民族可期！
6830143423467366478,1628433090,1,我们躺在床上扣手机打游戏！他们用生命完成自己的理想！孩子们要时刻惊醒，勿忘国耻！
6831569121407019980,1628773002,1,今年看过最烂的电影，一群小鲜肉演热闹呢
6815921865051274369,1625042406,1,为了峰哥也得去电影院更何况是献礼祖国庆生片明天电影院走起～（革命者我来了）
6831785792084438793,1628824661,1,像这些爱国电影希望不要搞什么VIP会员，直接免费给观众看又有多少人没有会员根本看不了
6830480431322641525,1628513439,0,没有共产党就没有新中国，只有共产党才能舅中国，试看将来的世界，必是赤旗的天下。
6831789433369404462,1628825529,1,真的很庆幸自己能够生于这个和平的世界，最应该感谢那些为人民为国家付出的英雄。
6831964172268219052,1628867190,1,我看见了你所希望看到的盛世中国🇨🇳，谢谢你守常先生💞吾辈自强，不忘历史。
6831733533140973192,1628812201,1,我很清楚要铭记的是历史 要珍爱的是和平 要热爱的是祖国 要追的是传递正能量的星
6830002491757570796,1628399489,1,守常先生，风骨永存。我们永远要铭记先烈们为我们如今的和平和自由奉献的一切。
6830138105828110237,1628431822,1,这个剧告诉我们要爱国珍惜现在的生活来之不易没有他们就没有我们现在的新中国！
6830133125058554824,1628430634,1,铭记历史，中国🇨🇳现在是强大的，但每个人都要为中华民族伟大复兴而继续奋斗
6830175598547984599,1628440761,1,带着孩子一起看完整部电影，深深感触，今天国人的幸福来之不易！致敬先烈！
6830500478157977544,1628518218,1,让年轻人知道过去年代是多么不容易，老一辈是多么辛苦，当今中国来之不易！
6832309469515215925,1628949515,1,真应该多点这种电影！不忘革命先烈，牢记使命不忘初心，为中华强盛努力奋斗
6831414048626461331,1628736030,1,虽然挺不错的，但是这个李大钊太那个啥了吧，一会跳来跳去，都搞不懂了，
6830837275480189207,1628598517,1,颂文老师，演技不错，没有他们这样奉献的人，就没有我们现在和平的生活
6832288794570282173,1628944586,0,我是穿越者，2039年，中国拿下日本
6831581985467423159,1628776069,1,根据记载，为了恐吓威逼共产党员，李大钊同志被绞刑三次，共计28分钟。
6833215345038081754,1629165493,1,勿忘先辈用鲜血为我们得来的好生活，勿忘国耻 爱我中华牢记历史！！！
6831421790531627381,1628737876,1,希望会有更多的像这样的时代人来交接这份信仰不让它蒙了尘，会错了意
6830118612603119105,1628427174,1,革命付出代价太多了！没有枪只有脑子和嘴巴！！！你们的名字永垂不朽
6830499619898528573,1628518013,1,我们生在国旗下，长在春风里;目光所至皆为华夏；五星红旗皆为信仰。
6831840708530333027,1628837754,1,革命的先辈为了后辈人能过的更好，有更高的精神信仰，以生命为代价。
6830044703711184900,1628409553,2,看到一堆人说是来看geigei，不是来看影片内容。第一印象就感觉啧啧……
6831826578603642889,1628834385,1,红色电影 ，传播学习，而不是追星 。 先辈的荣光 ，要我们一生铭记。
6830773244367093446,1628583251,0,没有这些革命先烈，今天的我们是亡国奴。请记住他们，致敬英雄！
6830375437835565557,1628488406,0,更应该把中国历史，共产党的信仰，革命先烈的不易与牺牲纳入课程
6830838707948252844,1628598858,1,没有这些敢于尝试面对牺牲自己的英雄，哪有我们现在的安详的生活
6830886152178640207,1628610170,1,这个电影拍的真不好，李大钊这么重要的人，拍成这个样子，真难看
6832282211010359306,1628943016,1,为伟大的中国共产党英雄烈士圣人们致敬，其精神永垂不朽加油中国
6830474961736323565,1628512134,1,死了这么多学生，没有枪的革命
6830839481977694859,1628599043,1,很好，全程一直在感动流泪，现在的年轻真应该看看这样的电影。
6832315563281108579,1628950968,1,呜呜呜呜呜呜呜看完我哭死😥
6830352077881755027,1628482837,1,守常先生，中国已经崛起，你看到了吗，我们已经生在光明之下
6833278406541311217,1629180528,1,不要忘了曾有人为了中国的未来赴汤蹈火，这就是信仰的力量。
6830148471916211159,1628434293,1,致敬先烈，没有那几个带头团结人民的人，就没有新中国的开始
6830388663910535872,1628491559,1,愿已吾辈之青春，护卫盛世之中华🇨🇳勿忘国耻，爱我中华。
6816318687192217026,1625137016,1,腾讯咋还不上线
6830090530391465020,1628420479,1,人为什么称职为人，因为有感情，，有爱情，有亲情。！！！
6831583218412417357,1628776363,1,五星飘扬皆为信仰 目光所至皆为华夏🇨🇳🇨🇳🇨🇳🇨🇳
6830336162440032101,1628479042,0,有国才有家，没有伟大的革命家就没有现在幸福生活😭😭😭
6830149920280816953,1628434639,1,一个人的意义不在于他活了多久，而是做了哪些有意义的事
6830172788960059984,1628440091,1,这是我唯一没有快进的电影，不知道为什么，眼角就湿润了
6830693065225533516,1628564134,1,弹幕一直在刷李易峰，服了
6830154905072565094,1628435827,1,我觉得这部电影拍得太好了，电影院二刷了，比1921拍得好
6830153855674511007,1628435577,1,蒋介石比日本人更可恨，是中国人还打杀自己国家的人。
6816449018508845913,1625168089,1,我想问一下7月1号是农历还是阳历？是在玩文字游戏吗？
6830489366683332623,1628515569,1,刘德华也来了哈，
6830352197411033525,1628482865,0,因有革命前辈的伟大牺牲，才能换回后人的幸福生活！向无数的伟大革命前辈致敬！！！
6830158402333585751,1628436661,1,告慰英烈，中华民族已经崛起。中国梦正在逐一实现！
6830114269569107234,1628426139,1,热泪盈眶，今天的幸福生活来之不易，吾辈定当珍惜！
6830139850394323476,1628432238,1,先生，如你所愿，现在的中国人民做主，而且还很强大
6831550830865163265,1628768642,0,来看峰峰扮演的青年主席
6830047150378853261,1628410136,1,在这个商业世界，不知道还有多少人在为大家谋幸福
6830816201543837372,1628593492,1,是一部值得观看的影视片，描写了真实的历史，感谢
6830137110389745766,1628431584,1,我相信我相信 我们都看见了 感谢你为我们做的一切
6830297292428171008,1628469775,1,看到小赤佬这三个字 就想起了《麻雀》里的陈深。
6831719328505535837,1628808815,1,中华民族永远轮不到外人摆布，自己的事自己解决
6830797631103313847,1628589065,0,那个年代，国人的互相残杀看起来是那么的腐败。
6831029640107021569,1628644380,1,竟然能看了，支持峰峰
6830052005671476190,1628411294,1,革命先驱的伟大精神，值得我们所有中国人铭记
6831142628021385205,1628671319,1,没有你们就没有现在的中国，中国共产党万岁，
6829989179917465293,1628396315,1,试看将来的环球，必是赤旗的天下！！#李易峰#
6830510916262308194,1628520707,1,致敬李大钊李先生，现在的祖国由我们来守护
6830062684520457471,1628413840,1,我看这部电影是因为里面有守常学生😭😭😭
6830727073451881547,1628572243,0,尊重历史尊重生命，感恩先辈们的无私付出。
6831136953824335568,1628669966,1,我们有了主义，也要有枪！致敬革命先驱者！
