,用户名称,用户性别,用户id,vip等级,用户评论,评论点赞次数,评论时间
0,Tina欢喜哔哩哗哩,女,13173995,5,奥运冠军女性占主要部分哦[脱单doge],1,1628581215
0,nothingJZ,保密,274527945,4,"苏神呢？ 那个9,98的男人。",1,1628567535
0,何宝燃学长,男,163413792,5,张怡宁：要不是我退役了，跟我一比他们都算谦虚的[狗子],1,1628562046
0,修仙中的D先生,男,16136646,6,怎么说呢，我以前的高中同学临毕业，画画也不是很精湛，就会一种q版画风，因为想把整个班的的人都画上留个毕业纪念，偶尔有几次瞄到，虽然画风稚嫩，但是真的蛮用心的，班里不少人的特征都区分开来了……我是个局外人，我确实不会造冰箱制冷，说句心里话，如果黑白画风确实画三次元区分比较困难，上个色区分一下也不失为一种方法，只是个人拙见，各位绘圈大佬要是觉得很有辨识度这种程度非常不错也不强求，你们夸你们的，我建议我的。,1,1628521147
0,薏米yimii,女,636505836,4,淦，刚刚翻了一个“楼”，楼主恰当指出自己的建议，就有三四十条评论说“期待你的作品”。这年头但凡有负面评论大家就得这样上纲上线的吗？真就“你行你上”呗。,1,1628518852
0,困sir,男,37985617,5,杨倩小美女厚嘴唇！！[藏狐],1,1628916166
0,左條くん,女,17739837,5,[支持][支持][支持][打call],1,1628847291
0,星空星空星空hy,保密,131765908,5,up好赞[支持][支持][支持],1,1628761985
0,安玆・乌尔・恭,男,13460440,6,谦虚的美德并没甩，只是盖不住能力的拽[支持],1,1628743648
0,是月酱吖-,保密,2078508038,2,画风清奇诶！（给全红婵打call！）,1,1628673525
0,喵喵也要恰饭嘛,保密,1861160,6,牛！如果能画夺冠动作就更牛了投币点赞支持！,1,1628642347
0,尼比鲁的父亲,保密,581708041,3,"假装自己是热~评(｀・ω・´)💬19.7万    👍21.9万     👎0共13.97万条回复＞",1,1628583474
0,Obscure_,男,15559702,5,画的很好耶 小声bb一句最好写人名不要用红笔[脱单doge],1,1628580522
0,不丶你不想,男,168996119,5,up，这不抽奖送出去。明人不说暗话，我想要,1,1628840940
0,水湖子,男,173488696,5,我懂了，up只会画狂拽酷帅吊炸天眼睛。,1,1628840304
0,戴瑞蒙,男,17593781,5,不要再追那些所谓的网红明星了，要追就追为国争光，为国奉献青春的帅哥美女[打call][打call][打call][打call],1,1628651939
0,羽落笙声,保密,393700275,5,建议加上肖若腾和苏炳添！他们是神！[打call],1,1628579377
0,老欧k了,男,69076900,4,我好像没找到苏炳添？,1,1628574953
0,LAAyang,保密,29331006,3,感觉长得都一样啊,1,1628568083
0,所以冷,保密,360787995,4,真牛批，两个人就能拿三十多枚金牌[doge],1,1628517904
0,小林EXTRA,男,87085000,5,画的非常好，我上我真不行但确实就是不像，说不像又不是有什么恶意那我还非得说句假话吗要不是up标名字看得出来谁是谁？不让说了？,1,1628515895
0,铃铛天道游,男,23219155,5,《哲哲哲为什么是神？》,1,1628909103
0,悲催光环7,保密,65710597,5,请把苏炳添也画上去，他也值得被当冠军对待[OK],1,1628770013
0,路_远-,保密,1817960253,2,666,1,1628744506
0,谨慎或萌物,保密,401989377,4,不懂就问，想知道画的小对话框有什么用[doge],1,1628734933
0,我真的是阿深,保密,162227749,3,有多少人在等苏炳添,1,1628659005
0,翔霖是真的哦,女,630718255,2,up主可以透露一下用什么笔画的咩[doge],1,1628596561
0,mo晓乙,保密,28575768,4,画的好好[给心心]就是想说之后写名字的笔可不可以换一个颜色啊[藏狐](仅个人意见，你杠就是你赢),1,1628584860
0,swcard,男,11709954,6,？？？这热度蹭的太不用心了 点踩了,1,1628558182
0,野谋人,男,72901082,6,别着急，下一届更拽（下一届还可以再发一次[doge]）,1,1628592550
0,令人兴奋的冬季,男,346595746,3,尊重脸型，为啥大饼脸不会画吗？[呲牙][呲牙],1,1628579930
0,难上加南嗷嗷,保密,436925558,4,我真无语了 这个up只接受好评。啧。,1,1628577654
0,爱生活的一切,保密,492537367,4,日式漫画真的影响太大了，就没有什么原创画风了吗,1,1628562820
0,Bili_421483264,保密,421483264,4,感觉全是一个脸型.....辨识度只在发型上.....,1,1628560214
0,小芳肉肉的,女,444182675,3,为什么没有肖若腾啊......,1,1628522192
0,知难行易易,保密,37272655,6,我们00后都好猛！直接流泪了不知道干嘛了。就很感动！,1,1628520768
0,恶灵退房,男,177946315,5,真的很希望出现苏炳添[大哭][大哭][大哭],1,1628519479
0,白白胖胖-朱稀疏,保密,539928797,4,我还想问苏神怎么没出现呢，怪我没看标题[大哭],1,1628517887
0,核善老阿姨,女,12068260,5,我觉得有些能看出来，但是我熟悉的那几个运动员都不太像呢，尤其是莎莎，肉肉脸的精髓没有表现出来，有点失望呢。不过我也是画画知道这种大幅画的绘制很不容易，希望下次时间充裕的情况下可以看到up更优秀的作品[打call],1,1628517799
0,蔚蓝色的书香,男,37956318,5,如果心脏允许我7年前将会是国家二级运动员。再也不见，长跑。,1,1628770605
0,金刚伞,男,237725420,5,第一印象：全员恶人[笑哭][笑哭],1,1628665853
0,不想开工了,男,20399742,3,没人觉得都是同一张脸吗,1,1628576226
0,晚春十二,保密,46970728,5,我苏神呢,1,1628567609
0,終塲谢幙,保密,662306813,2,我想要你这张图,1,1628521335
0,Quellia,男,12957696,4,评论区说不行的，快，你们画，画好了发出来我投币，期待着呢,1,1628518185
0,hysdd,男,315657159,5,都tm怪小日本，不然这张纸都画不下了,1,1628490174
0,我不是露娜迷,保密,484889584,4,各国参加东京奥运会运动员人数（人）：美国          613日本          582澳大利亚  478中国          431德国          428法国          403英国          376意大利      372加拿大      371俄罗斯      335现在轮到美国榜一要靠数量来撑了,1,1628437352
0,统御五内,保密,299577948,3,画的是同一张脸啊,1,1628575298
0,inssy,男,57199829,5,怎么都是一张脸。。。,1,1628575241
0,江上星辰映我颜,保密,610617473,3,牛逼!!!!!!,1,1628569301
0,哲成盒,男,374438664,4,视频倒放[doge],1,1628567770
0,桃者厨也,保密,279703972,5,讲真我看的好像都是一个人啊除了能看出男女[笑哭][笑哭],1,1628567143
0,筱林呆又呆,保密,186869481,5,姐姐画的好好看好帅啊！,1,1628565181
0,未来黜千音,保密,48461190,5,坐等这届奥运会所有冠军的合图[tv_点赞],1,1628522289
0,5555想哭,保密,171736114,2,‍众所周知，二级是非常稀有的，路过的都会摸摸头[tv_调皮],1,1628519678
0,狂响魔音の钟离冰月,男,388489464,5,陈雨菲是魔刀千刃的风格，只攻不防（以前说过）[妙啊][妙啊][歪嘴][打call]即为霸道,1,1628515423
0,10K゛,男,3379676,6,我们那个时代，时兴一句话“火钳留名”,2,1628423886
0,5A级_,男,442515722,4,虽然不太懂美术，但我也想吐槽一下[脱单doge]虽然画的都很好，但是大部分头像我认不出来是谁（懂）[疑惑],1,1628918350
0,兔助,保密,22320951,5,画得挺像，就是有点不太像,1,1628602751
0,络绎并不绝,保密,182344310,5,哇都好拽，up好厉害[给心心],1,1628563434
0,浪浪子呀,保密,228870995,4,怎么说呢，其实我我想说就是…就是…其实……吧这个样子吧，额……就是那个啥～额你懂我的意思吧就很牛逼，很棒！希望以后你多多看见这样的作品,1,1628529701
0,夜夜独臂擒龙,男,5255702,5,虽然画的很好看，但是有一说一完全不像啊，一点分辨率都没有,1,1628527844
0,jerry7508,保密,64876072,4,问题是，不标名字完全认不出来………,1,1628525589
0,涵涵-小木星,保密,687605376,3,考虑一下肖若腾吧[打call]（也不得不说，up主画的很好）,1,1628518477
0,光明之心123,保密,283467087,4,教练我想学这个,1,1628516367
0,易曦qwq,保密,346351102,4,难道就我除了画还看上up的字了吗？d(ŐдŐ๑),1,1628516070
0,就光斑吧,女,629400120,3,过分吗 不给三连 过分吗[脱单doge][脱单doge][脱单doge]（过分，太过分了我这个穷逼都三连了[嫌弃]）,1,1628515305
0,玖柒年的疯,保密,525502102,3,作者大大，啥时候把那个包揽金银牌的也出个特辑咯，期待ing[打call],1,1628515098
0,俏俏TIANYURU,保密,1364308359,2,建议加上肖若腾,1,1628499434
0,丨我爱睡美人丨,保密,20916525,5,拽就对了，战胜你与你何干？！以前，我们从遥不可及拼到惜败！现在，我们就应该从险胜拼到碾压！[点赞][点赞][点赞],1,1628482908
0,我的孤独有座花园,保密,408385764,3,不写名字这都谁跟谁，还有一个写错了[呆],1,1628661125
0,丁大锤a,男,89323730,5,祖国yyds，up🐷也是很厉害！！！[打call][打call][脱单doge][脱单doge],1,1628614542
0,bili_411693484,保密,411693484,3,都长一个样,1,1628605905
0,程同学咦,男,358463557,4,不带我苏神气抖冷[酸了]，虽然不是冠军，但是啊啊啊啊,1,1628603773
0,手写の未来,保密,261444370,5,牛啊！[OK][妙啊],1,1628574206
0,瞎做神马,保密,471531923,4,我这个人脸盲[doge],1,1628574109
0,蕉jo太郎,保密,399745520,4,为啥所有人都是一脸不屑的感觉啊[藏狐][笑哭],1,1628564045
0,TheDarling02,保密,196972032,5,没必要可以二次元化，其实写实点好,1,1628523380
0,重征白雪,保密,442559164,3,一年前，我抛弃作业，老师和学校，不顾他们质疑的眼光，一个人来到B站，辛苦打拼了这么久，才到3级，我好累...我快要坚持不下去了，有好心人帮帮点个赞让我...早点水到6级吗！[doge][doge][doge]这个评论是我复制的，我看他水到了，我也想试试,1,1628593303
0,三隶清河,女,233936182,4,侯志慧的名字写错啦！是侯不是候噢！,1,1628563660
0,诗情吴意,男,507730428,4,长的全一样..........,1,1628552128
0,校医院精神科马主任,保密,157782162,6,来看看东京奥运笑话https://b23.tv/BV1A64y1z7T3,1,1628493238
0,若雨逢花,保密,475965723,4,好好的个奥运会成追星现场了，引进饭圈进爱国阵线是真的恶臭,1,1628453785
0,寂寞_胖虎,保密,291619998,4,中国人在日本参加奥运会果然都有民族buff加持[doge],1,1628425800
0,本思-思本,保密,1933840244,2,这人是你吗？某健儿：是我，那时候我还很瘦[doge],1,1628605877
0,Demonxinyi,保密,517954495,3,缺了苏神好遗憾[委屈],1,1628596620
0,山叶口德赫亚,保密,631952189,4,没有拿奖牌的也值得尊敬，奥运人yyds,1,1628595267
0,梦想小金陵,保密,305278894,5,苏炳添！！！！！！！这个比金牌珍贵，打破了欧美对东亚人的“封锁”和“强加的思想钢印”[OK][OK][OK][OK][OK][OK][OK][OK][OK][OK][OK][OK][OK][OK][OK][OK],1,1628569729
0,AUGSTDE,保密,33909736,4,只顾俊美，却不像了太爷,1,1628530891
0,阿诚你成不成,保密,1683458464,3,up主画的真的好棒，这次一定[doge],1,1628526931
0,Muskratlove,保密,350266921,4,加上个肖若腾求求了，他在我心里也是金牌[拥抱],1,1628526534
0,AqukinnMaster,保密,188858230,5,弹幕有位刷 一个样的… [tv_皱眉],1,1628514154
0,Molly_cml,女,480882694,4,噗为什么每个人都拽拽的还叹口气啊哈哈哈哈 太可爱了,1,1628512594
0,-SARAmu-,女,414002166,4,I’m a 芭比man！！[藏狐]up牛的！！[提摩西小队_吹楼上][热词系列_吹爆],1,1628512175
0,巴非特请我吃饭,男,4483926,6,为什么每个人都是眼睛睁不开看不起人的表情？,1,1628495024
0,bili_58410520606,保密,672035580,3,为什么名字要用红笔,1,1628854438
0,哲学星,男,37008798,5,想当初我高中学联考速写的时候画人头也是这么棒，直到我开始学工业设计[脱单doge],1,1628606084
0,笑千帆,男,25857255,6,画的是挺好，但全都是一样的慵懒风，这不太合适吧？,1,1628575551
0,没见人酱,女,174532692,4,up画的好好看好好看！！！！！！！！好拽我好爱！！！！！！,1,1628573514
0,-给您拜年了-,男,19437073,5,画的挺好，就是不太像,1,1628556587
0,胡涂乐,男,24302777,4,好多人物姓名可以相互对调，好看是好看，没有特色，就有的带枪和剑的能好分编，刘阳的歪脖啥也木有···,1,1628556614
0,Eamonn-C,男,36472630,5,脸型，神态都一个样，没特色，还有，死鱼眼就那么好看？,1,1628553180
0,夜雨仁客,男,215567603,5,啊啊啊，正侧脸教程啊这是！！！[星星眼][点赞][点赞],1,1628552364
0,萌萌哒丶哒哒,保密,3395509,5,这是一个，我看了封面就直呼卧槽的视频[脱单doge],1,1628547299
0,Crol丿丶阿清,男,299462334,5,做出了百万级主播的视频,1,1628532067
0,寻逸君,保密,23176088,5,我不希望我们从批评刘翔的极端走向但凡跟选手有关的东西都接受不了一点批评的另一个极端。,1,1628524302
0,月山习Official,保密,178309600,5,up确实画功很棒 这么大工作量辛苦了 但限于画风问题 确实是千人一面 哈哈 只能凭神态理解,1,1628522871
0,哎呦-西瓜,保密,591460439,3,大神 辛苦加个 肖若腾 少他奥运冠军天团不完整 [打call][打call][打call],1,1628597156
0,风流倜傥不知名君,保密,521897485,3,牛了掰了[热词系列_妙啊][热词系列_妙啊][热词系列_妙啊][热词系列_妙啊],1,1628513804
0,星海铭刻,保密,38207250,5,都长一样的,1,1628606992
0,一只红色的袜子,保密,458238643,4,@退役黑魔仙 绝绝子！,1,1628601400
0,相宜本草官方,保密,404054781,3,Up辛苦了！这才是我们的众神归位！[打call],1,1628594346
0,叫nanguo好了,保密,1357281751,2,为什么少个苏炳添，虽然不是冠军但是在一次创造奇迹！！,1,1628506179
0,籽楸沐叶,保密,14931016,5,为什么就到马龙那全体起立？马龙确实很强，但哪个健儿不是我们中国的人骄傲？！,1,1628485936
0,安九萝萝落落落,女,34602222,5,这个评论区怎么和我想象中出入这么大，我还期望看到运动员本人来开心认领呢(抹泪),1,1628617124
0,-笙箫哥哥-,保密,349249970,4,把标题看成：这是我带过最差一届奥运会运动员。还有救吗？[doge]狗头保命~,1,1628611932
0,Mojito_弃尘,保密,199453603,5,主要是因为下一届还没开始,1,1628605510
0,_風見一姬,男,438810118,4,火坩刘明[神乐七奈_辛苦辣][2233塔罗牌_比心心][雪未来_太棒了][登门喜鹊_我觉得OK],1,1628598749
0,唔想玩咀,男,95430901,5,廣東苏炳添呢？,1,1628554395
0,三岁靓仔,男,182326737,5,画的真好,1,1628514564
0,Quellia,男,12957696,4,b站杠精太多了,1,1628610601
0,东莞第一嫖,保密,357062321,4,那个9.83不拽吗,1,1628572624
0,说第几次见我,男,85116348,5,批评与赞扬不可怕，可怕的是没有方向 所以加油吧,1,1628571121
0,细啊啊,保密,14728993,5,全红婵妹妹下巴有颗防伪痣[doge]up主可以加一下哦,1,1628570099
0,nine在我身上唱歌,保密,1497921800,3,小日本拿金牌？拿来吧你！,1,1628510498
0,最喜欢的女人喜欢着G,女,518034129,4,已投币，up很棒，不过我觉得要是加上肖若腾就更棒了[OK],1,1628532599
0,乐站1,保密,276024466,3,https://b23.tv/BV1Xg411L7va,1,1628441044
0,总想喝奶茶丶,男,117348860,4,虽然画的很好 但是感觉长得都差不多,1,1628570141
0,骑鹿寻源,男,37782373,4,我觉得不单单是得了金牌的，所有我国的运动员都应被称赞。得了冠军我们荣耀与共，比赛失利我们也与你同在。,1,1628535497
0,Asiy毅,男,31155639,6,这就是现代封神榜吗?i了i了[跪了],1,1628508584
0,皓月当空嚴日余荫,保密,432414957,5,角色都太媚了，不够运动,1,1628469322
0,丿一八一I,保密,39307450,4,我愿称之为“东郊封神榜”,1,1628571724
0,TianoBurger,男,3585461,6,说真的，我真不在乎这帮孩子拿几块金牌，这些00后的精神我是看在眼里的服气。当年王义夫在射击比赛中突发高血压失掉一个最稳定的冲金点，之后中国军团应该有3-4天没缓过来（没有金牌入账）。在这群孩子身上你看不到那种瞻前顾后考虑后果的影子，上场就是跟你玩命，打得过就弄死你，打不过就跟你同归于尽，（除了wmj那个关系户）我们几乎所有没拿金牌的项目都是拼到灯枯油尽挺立而亡。这群孩子的DNA里没有对西方国家的惧怕，他们在赛场上看向外国人时候眼睛里那种杀气是我之前很少见到的。这个劲是我最喜欢最欣赏的，所以金牌第几奖牌第几都不重要，这届奥运会孩子们的表现值得满分。,1,1628496792
0,你的零件坏啦,保密,36959486,5,人家二十岁气枪9.8环，你二十岁CSGO三十发中一发喊大残,1,1628607206
0,糖叁菌,男,84101065,5,我希望提意见的那些人也可以画一下（虽然有杠精会说空调坏了难道还要自己学会制冷吗？）但是希望你们能优缺点一起说，只说缺点那么人人都是坏人，就你一个带善人。[微笑],1,1628474866
0,绵绵在尧,女,153181228,4,好拽我爱[喜欢][喜欢][喜欢],5,1628401916
0,云落天都,保密,260632007,4,画上苏神吧！！！！,1,1628508044
0,天在水-_-,保密,520193630,3,“本次东京奥运会，中国队在多项比赛都取得了优异的成绩。在体操男子个人全能决赛中，为突现中国队在单杠、跳马等方面的完美表现，日本官方将金牌做成了前所未有的银色”,1,1628474063
0,一顿七个唐九洲,保密,245079021,5,哇塞 每个人的特点都表达得好棒 太牛了！,2,1628419007
0,夜間狂想,保密,386309320,4,up画的很不戳！支持[2233娘_大笑][2233娘_大笑],1,1628503778
0,影都幻城,男,27974584,5,没人会看到我，我放心了[脱单doge]你看到的他们不是美，更多是一种精神[傲娇]中国发展到现在并不缺少任何荣誉，而是缺少了没努力拼搏但最后的人[害羞]很多人再说的时候，你们也要想一下我们都在生活中，现实很残酷[给心心]就冲你这幅图，[打call],1,1628467044
0,乐站1,保密,276024466,3,https://b23.tv/BV1Xg411L7va,1,1628439487
0,夭漆漆,女,409631713,4,个人觉得也可以把银牌和铜牌也安排一下，都是英雄呀[给心心][给心心][给心心],1,1628504518
0,Rex饺子,保密,273496886,5,"看出来了, up主不会画中年人[脱单doge]大部分没有系统形体培训过的野生画手一般都不会画中老年人[大笑]",1,1628570458
0,国王的已存在的新昵称,保密,604270058,3,画的好看，写的字也好看[打call][打call],1,1628487219
0,海石三luv,女,316329620,3,啥鬼啊？！评论地下yygq阿婆主的真的有病吗？？？？破站真的要变成破站了吗，离了个大谱，半夜血压上升。你们要求别人一晚上画出这么多运动员的神韵啊，你行你上啊，你们为奥运做了什么贡献呢？耍嘴皮吗？,1,1628435458
0,兔子翻车,女,302214204,5,我觉得画里每个人的眼神都在嘲讽我是个辣鸡[妙啊],1,1628506627
0,无味米糖,男,488295780,3,up牛哇牛哇[脱单doge],1,1628499525
0,在下竹本,保密,34264076,5,内个内个，有没有好心人告诉我下bgm[害羞],1,1628496176
0,MASIL玛丝兰品牌,女,702542181,3,你们好拽哦，我好喜欢~[脱单doge],1,1628491645
0,元似狮,男,271095284,5,怎么没有吴京[doge],1,1628488409
0,青木灬零下八度,男,25413784,5,全民自媒体的时代让我知道了两个事实。一，高手在民间；二，我啥也不是[tv_doge][tv_doge],1,1628461798
0,我磕的cp是真的QWQ,保密,1002978243,2,“金牌？拿来吧你”,1,1628489571
0,牛督工,保密,2052809191,3,好期待国足也能拿块金牌，累死你呀的[微笑][微笑][微笑],1,1628441365
0,MoonSun_married,保密,24332265,5,评论看得我一脸[辣眼睛][辣眼睛][辣眼睛][辣眼睛],1,1628501514
0,流失di回忆,男,337729944,5,腻害,1,1628501674
0,画师阿叶,保密,28664080,6,真不错[支持]，我也想画但时间不允许啊,1,1628499853
0,碧海潮生OvO,保密,589082618,4,苏神要加上啊啊啊[星星眼],1,1628498142
0,怀柔没有威昕,保密,389152504,4,太棒啦！,1,1628485539
0,地主家狗,保密,445097678,3,最近忙着看奥运，都忘了天上空间站里还有仨呆着呢[偷笑][妙啊][妙啊],1,1628479913
0,浔戓,保密,399199190,4,二次大多时候是对三次的美化，除去那种老天赏饭吃的美貌比如严宽，除非比着照片写实地画是画不出半分人物的神形的。好的一次则更甚，甚至让人觉得不是二三次元可以企及的。当然，不管是哪个次元，最顶尖最出彩的那部分是可以相通的。,1,1628482998
0,宝贝你真厉害,保密,424096317,3,up主掌握了财富密码，三连有了,1,1628482991
0,我想要重来啊,保密,487787262,3,中国是我见过最拽的选手,1,1628481439
0,吖猪崽子,保密,1814695355,3,大蟒不像！,1,1628480239
0,夜间主题,保密,28866626,6,诸神归位,1,1628483811
0,丶薄荷撞可乐,保密,384733745,5,QaQ一直在等刘诗雯，结果看完了才反应过来小枣拿得是银牌[大哭],1,1628480495
0,伤心的瓜子皮,男,20720907,6,说着他们拽，自己做的事更拽,1,1628480012
0,我和蓝天击剑爽,男,99058945,6,每个人都是酷炫拽的无表情脸，差评,1,1628479339
0,迪迪侠彡,男,278169848,5,出了原图踢我一下，我去发朋友圈[星星眼],1,1628476748
0,陌铭琦喵,女,22520495,5,想想回来还是给你投个硬币吧[傲娇],1,1628500971
0,恶作剧阿琴,保密,40066813,5,哎，你们说要是把这次奥运拍成动漫怕是更好，更燃吧[小电视_笑],1,1628482513
0,微操狂魔,保密,503800467,4,我这辈子估摸着参加不了什么奥运会这种大比赛了也就看看他们比吧[笑哭],1,1628473772
0,吉原悠一___Yui,女,4223561,6,你看过的奥运就这一次吧[滑稽],1,1628482926
0,罗r老o师se,女,173907355,3,太强了up,1,1628482825
0,竹天夕林,保密,14829455,5,我居然在找苏炳添[酸了][酸了][酸了],1,1628477140
0,永远的国11貂蝉,男,524697293,4,东京奥运会有您了不起[doge][doge],1,1628472114
0,夜孤尘埃,男,442968012,5,我们每一个金牌🥇就代表一个神，我们神很多，所以我们强大[打call],1,1628471440
0,进击の温室长,男,484393003,4,up主女篮画了吗[doge],1,1628471322
0,壹直菌,男,237030154,5,拜托了，请务必做成壁纸，太可了,1,1628469012
0,晶晶急急急,保密,50866839,5,我觉得会画画的人写字都特有个性,1,1628501730
0,锚点降临,保密,1054571952,4,帅的！,1,1628473978
0,六七没有八,保密,435319252,4,导航：。。。。。。。。。。。。。这你还想快进？全程高能[歪嘴],1,1628473848
0,冷熙哲030,保密,151451455,3,恭喜up被B站发现了[脱单doge][脱单doge],1,1628478194
0,抹茶红豆粥QUSI,女,1618473182,3,up大大辛苦啦！画的好好看！[爱心][打call],1,1628475018
0,一三不是十三,女,2056048438,3,考虑画一个张继科嘛,1,1628466645
0,孤村落曰,保密,692174906,3,UP主画的好好[星星眼]和你们说件事，就是杨倩姐姐射击的时候有个画面，杨倩姐姐脸搭在了枪上，然后觉得那时候的杨倩姐姐和上台领奖的时候最可爱[打call],1,1628466099
0,LSP的自我修养,男,235083714,5,人家世界冠军诶，还不让拽一下了啊，换我的话，可能都能上天[吃瓜],1,1628446711
0,宮水弎葉pppanci,保密,37368633,6,这一届感觉关注度好高,1,1628443681
0,爆炒笠子,保密,37301381,5,[打call][打call][打call][打call][打call],1,1628443408
0,乌木不方圆,保密,397308228,2,蹲住了龙队2：12[脱单doge],1,1628441241
0,不说哟哟,保密,36735729,5,这是我今后四年的手机屏保了，向冠军看齐，跟他们一样努力。做最好的自己,1,1628441041
0,上夜班的瞌睡仔,男,29049939,5,求求王霜安排一下！！！,1,1628440894
0,顧千安鸭鸭鸭,保密,251379888,4,可以把肖若腾画上呀,1,1628433111
0,叽喳pudding,保密,389222184,4,一人血书，教练组也来一套[阴险],1,1628466341
0,空语缘,保密,409714407,4,[打call],1,1628465113
0,MarbleTo-,男,699893761,3,刘洋那么拽，那个歪头杀简直了,1,1628450814
0,胖次陛下,女,34438102,5,众神归位,1,1628447345
0,梦芝儿,女,51107087,5,奥运健儿们yyds [打call][打call][打call],1,1628445285
0,噬破の神,保密,9664860,3,up主看看我！up主看看我！up主看看我！能复印吗！想要想要想要！我可以买复印的吗！[给心心],1,1628444402
0,KazamaKyoU,男,99558625,5,不是藐视就是一副你欠我钱的表情[笑哭],1,1628443786
0,阴阳怪气的子弹与blink,女,572597300,4,up画的好牛！火钳刘明,1,1628443895
0,星离拉,女,40753956,5,啊啊啊好多女子！万古生香！,1,1628440532
0,木枍_MUYI,女,27237192,5,太厉害了！画这么多还敢于在脸上直接画阴影圈圈！是我我画第二个人就崩了。建议up朝人物特征的方向多练练，未来可期期期期！,1,1628442730
0,INS苏奈溪,男,524416839,3,侯志慧的侯字错了,1,1628435240
0,营销壹号,保密,1303368232,2,up有心了，你为奥运健儿骄傲的同时，他们也在骄傲着你的骄傲[打call][给心心],1,1628439015
0,贺子潇,男,26771896,5,币给你了，最后的图拿来[doge][doge][doge],1,1628437581
0,麋失鹿,保密,66708240,4,看完，教练我想学!手，滚吧你[笑哭][笑哭][笑哭],1,1628437918
0,北俟_,女,38091009,5,孙一文呢击剑冠军,1,1628437833
0,空白后的意义,男,323521893,5,up加油我好想中国队出动漫，先乒乓球吧,1,1628434998
0,钰袖,女,54790268,5,！！！我要看全员版！！！[呜米_刀口舔血]，全员可能条件苛刻，但我想看！！,1,1628437029
0,唤海哭,男,384763751,5,在？少了肖若腾，安排[OK],1,1628434512
0,楚言歌,保密,229621638,5,不给咱添神来一张吗[doge],1,1628434473
0,彦页dog啊,保密,513385800,4,我是真的想投币，但我昨天删了俩视频，现在还欠b站两个硬币,1,1628436246
0,初音ミクq,男,33812401,6,加油区别一下脸型！,1,1628434543
0,红茶Vincent,保密,591368283,3,Up牛牛牛[打call],1,1628434279
0,陈飞宇_,男,6271217,4,有原图吗，想要壁纸,1,1628433794
0,雷丶鼎天,男,95068623,6,画的很好～不过排场有点小～能把运动员的气势～力量～技巧～体现出来就更完美了[给心心],1,1628433446
0,扰梦亽,女,431229931,5,up太厉害了吧,1,1628432894
0,pekieex,保密,6875196,5,要是有苏炳添就更好了，苏神这个成绩是真的了不起,1,1628435566
0,丨零零幺,保密,15280758,5,建议加个苏神，9秒83亚洲记录！！！！[tv_点赞][tv_点赞][tv_点赞][tv_点赞][tv_点赞],1,1628433018
0,抖音记录黑化生活,保密,622491028,2,[跪了][跪了],1,1628434718
0,作业-写完了没,保密,470834996,3,Up辛苦了加油，预计会火我先占个位置,1,1628433646
0,超哥23,保密,38462345,4,加个苏炳添吧,1,1628432491
0,万年鸽子精找块豆腐,女,258898318,4,八小时，热热还可以吃[doge][doge],1,1628432127
0,RUI-YYR,保密,505740142,2,00后，新一代青年，你们诠释了青春的模样，吾辈当自强，为你们骄傲，我也会去书写属于我的新一代篇章,1,1628432227
0,小松的松,保密,264458388,4,蹲个原图[OK],1,1628432209
0,钰少不止是外号,保密,26633288,5,牛,1,1628431619
0,一氢一钠向天下,男,493794327,2,马龙画得像龙马[笑哭],1,1628431975
0,虚无浪人,保密,435525990,4,[热词系列_好活],1,1628430956
0,monsturm2,保密,504898099,4,牛逼牛逼，但是脸好像差不多[微笑],1,1628428524
0,此端-,男,394046870,3,都好好看，我好想当头像，不知道up主允不允许[星星眼][脱单doge],1,1628430497
0,certain__,女,1076379743,2,永远都是ｙｙｄｓ,1,1628429425
0,细雨丝愁,男,160499991,5,奥运会中国冠军们就是勇拉，中国健儿yyds,1,1628427280
0,周二の水清,男,275666164,5,只顾了俊美，而不像了太爷,1,1628429538
0,Ccoう,保密,91662874,4,三连奉上[七濑胡桃_元气满满],1,1628429606
0,不羁深白,保密,523143372,4,UP主画那么多看着好累，不像隔壁印度，画一个人就搞定了[doge],1,1628429608
0,白茉笙,女,177326448,3,好拽我好喜欢！！！up好强！！！[热词系列_吹爆],1,1628428842
0,サカイタカヒロ,保密,2085336425,2,bgm是什么,1,1628428771
0,Smile-悠悠,女,1457527149,2,不起草？？？？[思考],1,1628428155
0,一遇辞梦,保密,197400811,4,[热词系列_知识增加][热词系列_三连],2,1628409198
0,小鹿小鹿pa,男,265990630,4,漂亮！,2,1628411988
0,北川夕月,女,66767748,5,[打call]突然很想看up主画各个时代的大神，魔王张怡宁王楠 帝国的三人组 亚洲飞人这些[支持],1,1628426958
0,坐在坟头哭死鬼,女,362399924,3,绝绝子[OK],1,1628426070
0,滚滚给局长暖床,男,57391714,5,很棒！加油[支持],1,1628426046
0,文科状元在前,女,365796545,4,意气风发少年郎！,1,1628423534
0,Exuo,保密,178847826,5,太强了[打call]up画的好好看，也向中国奥运运动员们致敬[打call][打call],1,1628425303
0,月球兔子养殖计划,女,689114102,4,好燃！,1,1628421282
0,顾琳洛,保密,499295753,4,爱了爱了,1,1628421707
0,朝百-CB,保密,473156161,4,中国加油[打call],1,1628400907
0,5如一边,女,357216023,3,中国奥运健儿们好棒！哲哲好棒！,1,1628401105
0,我不是炸鸡泥,保密,1662144916,2,太棒了好强,1,1628412865
